Time (s)	Acceleration x (m/s^2)	Acceleration y (m/s^2)	Acceleration z (m/s^2)	Absolute acceleration (m/s^2)
4.4288015	-0.878672791	1.847158813	12.41173965	12.57916304
4.4387925	-0.878373413	1.781295776	11.52079239	11.69073187
4.4487835	-0.841549988	1.893562317	10.35516632	10.5604571
4.4587745	-0.775686951	2.087708588	9.2566008	9.520760251
4.4687655	-0.642014923	2.301015015	8.351882172	8.68681697
4.4787565	-0.589623871	2.474055176	7.770790558	8.176416771
4.4887465	-0.657283173	2.600841522	7.541018372	8.003958763
4.4987375	-0.787063293	2.705174561	7.557484131	8.065544273
4.5087285	-0.893042908	2.811902618	7.810009003	8.348686279
4.5187195	-0.881816254	2.90186554	8.169710999	8.714505225
4.5287105	-0.765807495	2.985092468	8.488697662	9.030793219
4.5387015	-0.56866745	3.113824768	8.721463623	9.278104067
4.5486925	-0.34982254	3.283122711	8.799451447	9.398490108
4.5586835	-0.210761719	3.416944427	8.667425995	9.31902372
4.5686735	-0.220940552	3.518283691	8.445138245	9.151365736
4.5786645	-0.407752075	3.523672485	8.287216644	9.014460009
4.5886555	-0.762214966	3.443439331	8.345295868	9.059923245
4.5986465	-1.109792175	3.200943604	8.610244904	9.252783145
4.6086375	-1.399739227	2.938239899	9.044192505	9.611968668
4.6186285	-1.632355499	2.73451355	9.472002869	9.993046941
4.628619125	-1.807042236	2.634371796	9.832303619	10.33825473
4.638609125	-1.848955078	2.617756348	10.11042526	10.60622375
4.648600125	-1.710343323	2.600542145	10.28556107	10.74620213
4.658591125	-1.51754425	2.658920746	10.32986893	10.77399611
4.668582125	-1.352287903	2.72283783	10.22852966	10.67077071
4.678573125	-1.176104279	2.773582306	9.981692963	10.42641715
4.688564125	-1.058598633	2.780018921	9.74443634	10.18838436
4.698555125	-1.045875092	2.748434601	9.608518982	10.04845185
4.708546125	-1.052012329	2.68421814	9.622290344	10.04491057
4.718536125	-1.114731903	2.598147125	9.793234863	10.19315676
4.728527125	-1.199006653	2.4923172	10.08827133	10.46052008
4.738518125	-1.304088135	2.400408325	10.35351974	10.70784652
4.748509125	-1.382525024	2.295326843	10.5279071	10.86355047
4.758500125	-1.450334015	2.212998047	10.47252228	10.80159951
4.768491125	-1.460812225	2.156116333	10.15203873	10.48077766
4.778482125	-1.424138489	2.148931274	9.618248749	9.957749999
4.788472125	-1.430425415	2.220332794	9.018146667	9.396965675
4.798463125	-1.395248566	2.337089996	8.4351091	8.863395159
4.808454125	-1.410516815	2.447260895	7.91913208	8.407811634
4.818445125	-1.422192535	2.596051483	7.519163818	8.080837793
4.828436125	-1.473535767	2.715054016	7.309300232	7.935281712
4.838427125	-1.534309387	2.777474213	7.285649414	7.946644303
4.848418125	-1.584155731	2.841840363	7.417076111	8.099297751
4.858409125	-1.600771179	2.861449585	7.640860748	8.314632588
4.868399125	-1.586550751	2.884052582	7.917485504	8.574466706
4.878390125	-1.554966431	2.970123596	8.167914734	8.829178097
4.888381125	-1.487456818	3.056194611	8.29125824	8.960904892
4.898372125	-1.385219421	3.149151306	8.322543182	9.005593363
4.908363125	-1.27654541	3.201692047	8.322543182	9.008058901
4.918354125	-1.145118713	3.329825592	8.311765594	9.026875575
4.928345125	-0.95591217	3.412902832	8.349936218	9.07100373
4.938335125	-0.823138275	3.505709839	8.522078247	9.251668809
4.948326125	-0.816551971	3.57456665	8.776698761	9.511820278
4.958317125	-0.886306915	3.593577118	9.121731262	9.844049861
4.968308125	-0.96294754	3.527714081	9.507479095	10.18647109
4.978299125	-1.0577005	3.45406723	9.911638641	10.54940242
4.988290125	-1.212328949	3.38266571	10.22748184	10.84036686
4.998281125	-1.324894867	3.300037537	10.34274216	10.93699728
5.008272125	-1.413660278	3.259771271	10.22658371	10.82624397
5.018262125	-1.494043121	3.287463684	9.940229187	10.57580912
5.028253125	-1.466650085	3.383563843	9.594897308	10.27918387
5.038244125	-1.382225647	3.495531006	9.236841888	9.972388522
5.048235125	-1.333576813	3.575614471	8.974287872	9.751988965
5.058226125	-1.370849304	3.646716614	8.857081604	9.676035573
5.068217125	-1.463057556	3.67171463	8.889414368	9.728500066
5.078208125	-1.562001801	3.585044861	8.978329468	9.79299731
5.088198125	-1.683249664	3.451073456	9.177415466	9.948275834
5.098189125	-1.776356049	3.309767303	9.480535126	10.19757553
5.108180125	-1.810784454	3.2235466	9.87316864	10.54275353
5.118171125	-1.74102951	3.163671112	10.28136978	10.89708967
5.128162125	-1.613644409	3.133583679	10.58987823	11.16103561
5.138153125	-1.440903625	3.147953796	10.79016174	11.33196394
5.148144125	-1.377435608	3.25168808	10.78088104	11.34452292
5.158135125	-1.36546051	3.356769562	10.32986893	10.94708072
5.168125125	-1.348246307	3.30078598	9.717941437	10.35139324
5.178116125	-1.269959106	3.185375977	9.417516174	10.02242621
5.188107125	-1.089883575	3.002905426	9.584419098	10.10279054
5.198098125	-0.935704193	2.852318573	10.09620483	10.533025
5.208089125	-0.842298431	2.758463745	10.577005	10.96319405
5.218080125	-0.700692902	2.641856232	10.88835754	11.22616163
5.228071125	-0.480800171	2.533481598	11.07771378	11.37389293
5.238062125	-0.197888489	2.496059418	11.18474121	11.46158403
5.248052125	0.079634399	2.491269379	11.1862381	11.460571
5.258043125	0.267044678	2.467319183	10.97487762	11.25197386
5.268034125	0.339044952	2.493514709	10.56547897	10.86102725
5.278025125	0.264200592	2.475701752	9.985435181	10.29115236
5.288016125	0.096698914	2.436183929	9.363927612	9.676129554
5.298007125	-0.057181091	2.32496521	8.816515961	9.118096654
5.307998125	-0.229772186	2.176174622	8.326884155	8.609618515
5.317989125	-0.34398468	2.004481659	7.912246399	8.16945012
5.327979125	-0.445473633	1.845362549	7.61376709	7.846863003
5.337970125	-0.546064453	1.740430756	7.402107239	7.623547545
5.347961125	-0.583786011	1.726509705	7.335645447	7.558659669
5.357952125	-0.534538422	1.725761261	7.29193634	7.512410988
5.367943125	-0.369132385	1.755998383	7.265142059	7.483453626
5.377934125	-0.172890472	1.873504028	7.309000854	7.547277784
5.387925125	0.020507355	2.145189056	7.406448212	7.71088398
5.397915125	0.264949036	2.423310699	7.499704285	7.885949346
5.407906125	0.606688385	2.524949341	7.650889893	8.079576481
5.417897125	1.00396225	2.468217316	8.001760254	8.433753854
5.427888125	1.263971558	2.42675354	8.554111633	8.981068014
5.437879125	1.299896851	2.478096771	9.420509949	9.827344663
5.447870125	1.148262177	2.567760315	10.54212753	10.9109281
5.457861125	1.030307465	2.556982727	11.76029434	12.0790818
5.467852125	1.001866608	2.403851166	12.71605682	12.97999762
5.477842125	0.928070068	2.151326294	13.18054092	13.38716467
5.487833125	0.798589325	1.936373291	13.20404205	13.36914406
5.497824125	0.67629364	1.761237488	12.76635223	12.90500213
5.507815125	0.56043457	1.733694763	11.93093948	12.06926267
5.517806125	0.430055695	1.898052979	11.00511475	11.17587149
5.527797125	0.380059662	2.165696411	10.10174332	10.33827376
5.537788125	0.400417328	2.400258636	9.319919128	9.632365655
5.547778125	0.454754333	2.574645996	8.677455139	9.062771717
5.557769125	0.529898071	2.730172577	8.204438782	8.662993131
5.567760125	0.551752625	2.866838379	7.947423248	8.466683503
5.577751125	0.519270172	2.960842896	7.795489197	8.354991561
5.587742125	0.423918457	3.003055115	7.752827911	8.324925676
5.597733125	0.276475067	3.017425232	7.903265076	8.464212447
5.607724125	0.212258606	3.018922119	8.213869171	8.75366159
5.617715125	0.249531097	2.970273285	8.515042877	9.021681903
5.627704875	0.251926117	2.921325073	8.704698486	9.185280763
5.637695875	0.201481018	2.89363266	8.793912964	9.259946533
5.647686875	0.172591095	2.870730286	8.823401642	9.280263821
5.657677875	0.088166656	2.850222931	8.810977478	9.260932363
5.667668875	-0.089064789	2.816692657	8.837023315	9.27548765
5.677659875	-0.271535339	2.818189545	8.921148376	9.359637392
5.687650875	-0.431103516	2.793490906	9.039552155	9.471163859
5.697641875	-0.543370056	2.7988797	9.135951691	9.570506355
5.707631875	-0.635578308	2.82103363	9.240733795	9.68263144
5.717622875	-0.667162628	2.883304138	9.309740295	9.768818408
5.727613875	-0.610430603	2.89243515	9.362430725	9.818040319
5.737604875	-0.552052002	2.900518341	9.38757843	9.840955078
5.747595875	-0.5043013	2.898123322	9.355395355	9.80698021
5.757586875	-0.560284882	2.967878265	9.331145782	9.807777636
5.767577875	-0.574355621	3.077899475	9.294621735	9.807820489
5.777568875	-0.562230835	3.173849945	9.241182861	9.78717976
5.787558875	-0.498613129	3.235671387	9.166787567	9.733867611
5.797549875	-0.377514954	3.270997925	9.096583557	9.674180967
5.807540875	-0.271535339	3.325634308	9.07637558	9.670272419
5.817531875	-0.196840668	3.41664505	9.104217682	9.726201172
5.827522875	-0.175584869	3.468886414	9.176367645	9.811713722
5.837513875	-0.151784363	3.500770111	9.252110138	9.893430743
5.847504875	-0.21644989	3.501817932	9.298813019	9.938687184
5.857495875	-0.298928375	3.494034119	9.311686249	9.95013233
5.867485875	-0.350870361	3.447480927	9.3256073	9.948627356
5.877476875	-0.352666626	3.437152405	9.408983917	10.0233412
5.887467875	-0.316142578	3.463796997	9.548942871	10.16268398
5.897458875	-0.201031952	3.517834625	9.782457275	10.3976942
5.907449875	-0.099093933	3.536695404	10.05174728	10.65624969
5.917440875	0.045205994	3.518583069	10.35247192	10.93417328
5.927431875	0.080233154	3.503464508	10.65903442	11.22032601
5.937422875	0.062719574	3.460952911	10.914104	11.44988188
5.947412875	0.025596771	3.420986023	11.03101089	11.54932907
5.957403875	-0.176333313	3.481609955	10.89374634	11.43793734
5.967394875	-0.449515228	3.536396027	10.35741165	10.95372708
5.977385875	-0.656983795	3.418890381	9.793384552	10.39378757
5.987376875	-0.679287415	3.212319946	9.391620026	9.949017918
5.997367875	-0.496966553	3.042872314	9.420060883	9.911790691
6.007358875	-0.191302185	2.91937912	10.02510269	10.44327798
6.017349875	0.032931519	2.865640869	10.90048233	11.27091377
6.027339875	0.089214478	2.898422699	11.70610703	12.05992351
6.037330875	0.131576385	2.887645111	12.38509506	12.71795527
6.047321875	0.186512146	2.761906586	12.73776169	13.03508679
6.057312875	0.095501404	2.518961792	12.6287883	12.87791066
6.067303875	-0.051792297	2.218985596	11.95683563	12.16110595
6.077294875	-0.256716156	1.980381775	10.9301207	11.11104647
6.087285875	-0.467777252	1.845063171	9.911039886	10.09216455
6.097275875	-0.643062744	1.77381134	9.007967834	9.203446141
6.107266875	-0.764759674	1.786385193	8.340206451	8.563589964
6.117257875	-0.878523102	1.845961304	7.896080017	8.156436453
6.127248875	-1.041085052	1.977537689	7.648644562	7.968455122
6.137239875	-1.124611359	2.132016449	7.631729736	8.003345776
6.147230875	-1.14077774	2.257455597	7.773335266	8.174485965
6.157221875	-1.087338867	2.345023499	8.060288544	8.464614133
6.167212875	-1.004261627	2.38693634	8.394992523	8.785323328
6.177202875	-0.986149292	2.343077545	8.650660858	9.016453632
6.187193875	-1.024170227	2.283351746	8.775501251	9.125351613
6.197184875	-1.032103729	2.193239136	8.759035492	9.088247288
6.207175875	-0.995579681	2.095043335	8.692424011	8.996589391
6.217166875	-0.925974426	2.075583801	8.581205292	8.877080658
6.227157875	-0.775387573	2.096091156	8.522976379	8.811126511
6.237148875	-0.487536163	2.135309601	8.590635681	8.865453176
6.247139875	-0.226928101	2.23021225	8.745114441	9.027866283
6.257129875	-0.065114594	2.366578674	8.987759857	9.294340309
6.267120875	0.045056305	2.499651947	9.244476013	9.576566539
6.277111875	0.079634399	2.576142883	9.536818085	9.878955055
6.287102875	0.068557434	2.652184753	9.876761169	10.2268859
6.297093875	0.049247589	2.655178528	10.15652939	10.4979754
6.307084875	0.030536499	2.604284363	10.30861313	10.63253188
6.317075875	0.117805023	2.555336151	10.27822632	10.59176837
6.327066875	0.15567627	2.525697784	10.06956024	10.38265033
6.337056875	0.176782379	2.554887085	9.753118286	10.08375011
6.347047875	0.154029694	2.613565063	9.481433258	9.836260677
6.357038875	0.156125336	2.643951874	9.322912903	9.691829632
6.367029875	0.138013	2.665057983	9.263037415	9.639784426
6.377020875	0.089214478	2.690205688	9.23549469	9.619746776
6.387011875	0.014968872	2.67598526	9.160350952	9.543225385
6.397002875	-0.112865295	2.681673431	9.078022156	9.466498678
6.406993875	-0.237106934	2.71220993	8.953930206	9.35869481
6.416983875	-0.262554016	2.735261993	8.859177246	9.275538489
6.426974875	-0.220940552	2.803669739	8.7522995	9.193047659
6.436965875	-0.245339813	2.847678223	8.635392609	9.096123811
6.446956875	-0.283510437	2.901715851	8.557554474	9.040579164
6.456947875	-0.277073822	2.954106903	8.538544006	9.039372282
6.466938875	-0.248333588	3.01293457	8.561895447	9.079950327
6.476929875	-0.247136078	3.05858963	8.606951752	9.13759625
6.486920875	-0.211210785	3.171903992	8.629255371	9.196174922
6.496910875	-0.133971405	3.260519714	8.590635681	9.189557038
6.506901875	-0.068557434	3.323987732	8.480315094	9.108750664
6.516892875	-0.057779846	3.362906799	8.346792755	8.998968271
6.526883875	-0.028141479	3.465892639	8.245902557	8.944725413
6.536874875	0.050894165	3.622766418	8.249046021	9.00964966
6.546865875	0.143551483	3.779191132	8.29470108	9.116192113
6.556856875	0.2468367	3.90927063	8.347241821	9.220616641
6.566847875	0.351319427	4.005670166	8.439599762	9.348564754
6.576837875	0.4445755	4.099075928	8.607999573	9.544512952
6.586828875	0.474213867	4.157753906	8.796008606	9.740716798
6.596819875	0.438438263	4.173171844	8.990454254	9.92148472
6.606810875	0.394130402	4.123026123	9.167086945	10.0593323
6.616801875	0.303568726	4.026177521	9.338031464	10.1735486
6.62679325	0.253123627	3.914958801	9.429042206	10.21262997
6.63678425	0.247435455	3.835923157	9.472302246	10.22252614
6.64677525	0.226778412	3.789220276	9.522747345	10.2514553
6.65676525	0.194445648	3.754941559	9.620943146	10.32956641
6.66675625	0.234861603	3.706891479	9.773625641	10.45561871
6.67674725	0.3556604	3.649411011	9.976453857	10.62893817
6.68673825	0.495319977	3.624412994	10.14230896	10.78184319
6.69672925	0.568368073	3.654350739	10.23706192	10.88461108
6.70672025	0.602796478	3.69162323	10.2346669	10.89678174
6.71671125	0.643960876	3.703149261	10.1430574	10.8170982
6.72670225	0.598006439	3.785627747	9.967023468	10.67848987
6.73669225	0.521365814	3.92094635	9.578730927	10.36328755
6.74668325	0.542172546	3.896696777	9.147627411	9.957775057
6.75667425	0.635428619	3.788621521	8.878487091	9.673931754
6.76666525	0.74769516	3.76062973	8.887468414	9.679280905
6.77665625	0.926124115	3.804338837	9.126970367	9.931378955
6.78664725	1.088985443	3.804488525	9.533225555	10.32193837
6.79663825	1.289268951	3.677253113	10.08961853	10.81595151
6.80662925	1.446741486	3.520978088	10.71561676	11.37166611
6.81661925	1.575324097	3.364553375	11.46421005	12.05114009
6.82661025	1.665736084	3.265160065	12.09305237	12.63637062
6.83660125	1.563947754	3.122806091	12.44422211	12.9250344
6.84659225	1.393302612	2.914439392	12.3806044	12.79510119
6.85658325	1.281036072	2.658920746	11.87854843	12.23972327
6.86657425	1.132095795	2.487826538	11.02756805	11.36125781
6.87656525	0.910855865	2.435585175	10.12210098	10.45077327
6.88655625	0.735420685	2.415826263	9.322314148	9.658291836
6.89654725	0.580642548	2.340981903	8.542435913	8.876404304
6.90653725	0.407003632	2.227218475	7.882458344	8.201176966
6.91652825	0.233813782	2.151925049	7.308851166	7.622647549
6.92651925	0.069754944	2.123783569	6.847959595	7.170067853
6.93651025	-0.007634125	2.10147995	6.452631683	6.786216317
6.94650125	0.003592529	2.134411469	6.214177551	6.570519604
6.95649225	0.141156464	2.261946259	6.324498138	6.71830356
6.96648325	0.370479584	2.544708252	6.865323486	7.331129639
6.97647425	0.653391266	2.735411682	7.65702713	8.157172408
6.98646425	1.078656921	2.794688416	8.42927124	8.945747467
6.99645525	1.46844635	2.852767639	9.044940948	9.597164928
7.00644625	1.756896515	2.915337524	9.591304779	10.17737715
7.01643725	1.969604187	2.917133789	9.954599304	10.55855376
7.02642825	1.981579285	2.862796783	10.24978546	10.82498794
7.03641925	1.81362854	2.79768219	10.50769913	11.02397456
7.04641025	1.560953979	2.73211853	10.68972061	11.14321209
7.05640125	1.230141907	2.643353119	10.71486832	11.10445712
7.06639125	0.911155243	2.622396698	10.49602341	10.85696439
7.07638225	0.629740448	2.696193237	9.946366425	10.32454532
7.08637325	0.450563049	2.806214447	9.273216248	9.698988925
7.09636425	0.460292816	2.98254776	8.610544281	9.124085348
7.10635525	0.531394958	3.228336639	8.09232193	8.728700492
7.11634625	0.740360413	3.442690887	7.718848572	8.484154487
7.12633725	1.057999878	3.649710388	7.434290314	8.349156971
7.13632825	1.26951004	3.884272614	7.330256653	8.392371064
7.14631825	1.364113312	4.099375305	7.518115997	8.671087081
7.15630925	1.431173859	4.204456787	7.97526535	9.128558095
7.16630025	1.498384094	4.111500092	8.580756226	9.632183828
7.17629125	1.397643585	3.920646973	9.101672974	10.00826315
7.18628225	1.224004669	3.758384399	9.397158508	10.19461764
7.19627325	1.099613342	3.688479767	9.300908661	10.06583004
7.20626425	0.92208252	3.568878479	9.133556671	9.849314049
7.21625525	0.684825897	3.486100616	8.960666199	9.639264637
7.22624525	0.392483826	3.518283691	8.826844482	9.510286389
7.23623625	0.180973663	3.570225677	8.630901947	9.341934022
7.24622725	0.052989807	3.57696167	8.371790771	9.104083887
7.25621825	-0.046553192	3.536096649	8.071964264	8.812647377
7.26620925	-0.164657593	3.516487427	7.846533051	8.60005098
7.27620025	-0.270487518	3.547323303	7.794141998	8.567690214
7.28619125	-0.227826233	3.595373383	7.891589355	8.67500992
7.29618225	-0.15447876	3.660188599	8.130043488	8.917311892
7.30617225	-0.047601013	3.748654633	8.43630661	9.231790001
7.31616325	0.089513855	3.844754791	8.728498993	9.53817838
7.32615425	0.23396347	3.957620087	8.989107056	9.824537715
7.33614525	0.46568161	4.036206665	9.120234375	9.984312628
7.34613625	0.665516052	4.129911804	9.219627686	10.12425888
7.35612725	0.731079712	4.187991028	9.27875473	10.20632332
7.36611825	0.73946228	4.213138733	9.295370178	10.23236284
7.37610925	0.693657532	4.127666473	9.325008545	10.22128053
7.38609925	0.549058228	3.991749115	9.399104462	10.22637231
7.39609025	0.412392426	3.832630005	9.51511322	10.26627975
7.40608125	0.223335571	3.655847626	9.690847778	10.35990499
7.41607225	0.132624207	3.470083923	9.889784088	10.48174131
7.42606325	0.01407074	3.354224854	10.11267059	10.65444174
7.43605425	-0.12049942	3.338657227	10.33675461	10.86322457
7.44604525	-0.188158722	3.32069458	10.44767395	10.96431973
7.45603625	-0.233065338	3.330274658	10.38046371	10.90408527
7.46602725	-0.239651642	3.327580261	10.12644196	10.66185021
7.47601725	-0.332907715	3.4212854	9.69069809	10.28229793
7.48600825	-0.482147369	3.505111084	9.220825195	9.876329636
7.49599925	-0.55579422	3.536994781	9.007668457	9.693158945
7.50599025	-0.458945618	3.529061279	8.892408142	9.578090998
7.51598125	-0.269589386	3.555107117	8.800050201	9.494859061
7.52597225	-0.033530273	3.609144745	8.812923431	9.523374899
7.53596325	0.312699738	3.652554474	9.121731262	9.830814642
7.54595425	0.659528503	3.622167664	9.881102142	10.54472645
7.55594425	0.927471313	3.505709839	10.82878143	11.41983852
7.56593525	0.970132599	3.452420654	11.72856033	12.26456249
7.57592625	0.860410767	3.405418396	12.45829285	12.94396546
7.58591725	0.617915039	3.289259949	12.83206558	13.26133316
7.59590825	0.30895752	3.054697723	12.74883865	13.11333367
7.60589925	0.059276733	2.697989502	12.16190918	12.45771632
7.61589025	-0.11002121	2.325414276	11.25494522	11.49319138
7.625880917	-0.266445923	2.070195007	10.34364029	10.552137
7.635870917	-0.325872345	1.984722748	9.641899567	9.849443864
7.645861917	-0.333356781	2.056273956	9.142687683	9.376999915
7.655852917	-0.329614563	2.217638397	8.743767242	9.026629017
7.665843917	-0.316292267	2.436183929	8.40008194	8.751937473
7.675834917	-0.308209076	2.620001678	8.109536133	8.527835477
7.685825917	-0.327518921	2.744243317	7.899522858	8.369026312
7.695816917	-0.366737366	2.782264252	7.725883942	8.219779397
7.705807917	-0.440833282	2.730771332	7.592211914	8.080416313
7.715798917	-0.402962036	2.657124481	7.486681366	7.954438182
7.725788917	-0.317190399	2.569706268	7.36333786	7.805302332
7.735779917	-0.374820557	2.511177979	7.353757782	7.779733852
7.745770917	-0.476608887	2.542313232	7.536228333	7.967763179
7.755761917	-0.622555389	2.544259186	7.919730835	8.341640517
7.765752917	-0.730930023	2.526446228	8.396938477	8.799191157
7.775743917	-0.805325317	2.475252686	8.863967285	9.238254205
7.785734917	-0.833317108	2.414479065	9.393116913	9.73420628
7.795725917	-0.656834106	2.406246185	9.89547226	10.2049901
7.805715917	-0.383352814	2.405946808	10.26879593	10.55384808
7.815706917	-0.187410278	2.452350311	10.46114594	10.74638167
7.825697917	-0.08307724	2.522105255	10.53973251	10.83761405
7.835688917	-0.098495178	2.531984711	10.51263885	10.81370536
7.845679917	-0.11930191	2.481689301	10.4416864	10.73321152
7.855670917	-0.179925842	2.402653656	10.3514241	10.62812772
7.865661917	-0.223036194	2.364183655	10.23272095	10.50465075
7.875652917	-0.191601563	2.406994629	10.09231293	10.37714385
7.885642917	-0.151335297	2.451601868	9.890233154	10.19068035
7.895633917	-0.091609497	2.566562805	9.70701416	10.04100398
7.905624917	-0.001347198	2.675236816	9.541159058	9.909117519
7.915615917	0.021555176	2.78480896	9.341025238	9.747326714
7.925606917	-0.004939728	2.853366394	9.061556396	9.500185709
7.935597917	0.012573853	2.868784332	8.785081329	9.241630571
7.945588917	-0.021704865	2.861299896	8.553662567	9.019570473
7.955579917	-0.071700897	2.889890442	8.291407928	8.780891368
7.965570917	-0.143551483	2.925366669	8.092471619	8.606188127
7.975560917	-0.146096191	2.979254608	8.006101227	8.543708736
7.985551917	-0.164358215	3.080593872	8.032895508	8.604910369
7.995542917	-0.212408295	3.191363525	8.127199402	8.733915992
8.005533917	-0.252375183	3.251538391	8.305778046	8.923124121
8.015524917	-0.237705688	3.266207886	8.585546265	9.188918468
8.025515917	-0.201930084	3.265309753	8.901090088	9.48327097
8.035506917	-0.126037903	3.263663177	9.108708344	9.676567086
8.045497917	-0.104333038	3.320993958	9.231004028	9.810775791
8.055487917	-0.076940002	3.37458252	9.303153992	9.896585327
8.065478917	0.013921051	3.458408203	9.394015045	10.01040957
8.075469917	0.123044128	3.569477234	9.431586914	10.08519406
8.085460917	0.164208527	3.659440155	9.412426758	10.1001111
8.095451917	0.168998566	3.746109924	9.431586914	10.14971585
8.105442917	0.246088257	3.798500977	9.477541351	10.21337159
8.115433917	0.365689545	3.816014557	9.540410614	10.28178635
8.125424917	0.437240753	3.849993896	9.652228088	10.40092013
8.135415917	0.454754333	3.924389191	9.777367859	10.545357
8.145405917	0.422122192	3.953578491	9.830657043	10.60428159
8.155396917	0.382155304	3.894301758	9.82047821	10.57134907
8.165387917	0.322279816	3.868106232	9.783505096	10.52535425
8.175378917	0.349223785	3.816613312	9.706864471	10.43607744
8.185369917	0.424068146	3.763623505	9.573791199	10.2957357
8.195360917	0.469124451	3.716022491	9.478289795	10.19151011
8.205351917	0.426612854	3.613336029	9.407936096	10.08699447
8.215342917	0.309406586	3.494932251	9.425150299	10.05702451
8.225332917	0.114212494	3.320844269	9.542805634	10.10476078
8.235323917	-0.121397552	3.132984924	9.686955872	10.18172117
8.245314917	-0.490529938	3.024610291	9.779164124	10.24797238
8.255305917	-0.883013763	3.01413208	9.600435791	10.10114216
8.265296917	-1.138682098	2.861150208	9.321116638	9.816618196
8.275287917	-1.269210663	2.702330475	9.020391998	9.501629203
8.285278917	-1.199904785	2.600542145	8.726403351	9.184372944
8.295269917	-0.893491974	2.491269379	8.522527313	8.924025035
8.305260917	-0.346679077	2.324665833	8.595575409	8.911126429
8.315250917	0.256865845	2.159559174	9.106463013	9.362550106
8.325241917	0.720002747	2.199376373	10.02016296	10.28393535
8.335232917	0.987646179	2.353106689	11.10690308	11.3963087
8.345223917	1.051263885	2.423161011	12.0156633	12.30256191
8.355214917	0.828826447	2.364183655	12.55229736	12.79986276
8.365205917	0.451910248	2.173929291	12.4602388	12.65652963
8.375196917	0.102237396	1.912423096	11.72975784	11.88507609
8.385187917	-0.165256348	1.777852936	10.70468948	10.85257793
8.395177917	-0.302221527	1.803898773	9.814340973	9.983319957
8.405168917	-0.235460358	1.951042786	9.048084412	9.259041044
8.415159917	-0.148790588	2.139800262	8.446335754	8.7144404
8.425150917	0.003143463	2.337688751	7.995772705	8.330496968
8.435141917	0.138462067	2.480342102	7.679031372	8.070860642
8.445132917	0.186212769	2.593806152	7.455995178	7.896478307
8.455123917	0.205821991	2.672093353	7.464078369	7.930631216
8.465114917	0.23516098	2.662363586	7.718848572	8.168482345
8.475105917	0.290994873	2.663860474	8.219257965	8.645058249
8.485095917	0.461640015	2.609074402	8.846603394	9.234867208
8.495086917	0.664019165	2.542163544	9.337881775	9.700492409
8.505077917	0.826581116	2.511926422	9.81	10.16017277
8.515068917	0.924926605	2.497556305	10.23975632	10.5804483
8.525059917	0.882564697	2.470911713	10.57640625	10.89700391
8.535050917	0.770298157	2.409090271	10.77983322	11.0725733
8.545041917	0.601149902	2.35071167	10.8769812	11.14432352
8.555032917	0.334853668	2.254461823	10.73687256	10.97611759
8.565022917	0.07259903	2.164199524	10.36594391	10.58970365
8.575013917	-0.184566193	2.076931	9.796827393	10.01626348
8.585004917	-0.336200867	2.063758392	9.222471771	9.45653823
8.594995917	-0.358504486	2.092947693	8.706494751	8.961696623
8.604986917	-0.358205109	2.210603027	8.254734192	8.553111318
8.614977917	-0.344433746	2.349813538	7.826923828	8.179302836
8.624968917	-0.289198608	2.471510468	7.538024597	7.938124127
8.634959917	-0.227826233	2.624342651	7.337741089	7.796250601
8.644950917	-0.15447876	2.777174835	7.289241943	7.801897965
8.654940917	-0.080083466	2.910547485	7.412735138	7.964065686
8.664931917	0.009580078	3.012485504	7.66526001	8.235980313
8.674922917	0.037721558	3.068469086	7.978408813	8.548212248
8.684913917	0.054786072	3.05858963	8.311615906	8.85668849
8.694904917	0.110170898	3.036286011	8.625812531	9.145261734
8.704895917	0.132624207	3.021915894	8.927584991	9.426098802
8.714886917	0.185913391	3.010389862	9.169332275	9.652650687
8.724877917	0.251027985	2.979553986	9.350006561	9.816485099
8.734868917	0.191302185	2.948269043	9.403295746	9.856513469
8.744858917	0.074245605	2.946173401	9.385782166	9.837599147
8.754849917	-0.017812958	2.95096344	9.295070801	9.752273772
8.764840917	-0.092058563	2.951711884	9.160949707	9.625179342
8.774831917	-0.126786346	2.925815735	9.004674683	9.468930174
8.784822917	-0.129480743	2.987487488	8.929530945	9.416919329
8.794813917	-0.105380859	3.08897644	8.906927948	9.427950257
8.804804917	-0.047451324	3.159330139	8.893755341	9.438352749
8.814795917	-0.065264282	3.26216629	8.892557831	9.4722528
8.824785917	-0.089364166	3.346590729	8.876092072	9.486446433
8.834776917	-0.094154205	3.382366333	8.806636505	9.434305144
8.844767917	-0.046553192	3.421135712	8.75110199	9.396175966
8.854758917	-0.009430389	3.476969604	8.712781677	9.38093658
8.864749917	0.008532257	3.550466766	8.752000122	9.444754798
8.874740917	0.014220428	3.636986847	8.863967285	9.581116406
8.884731917	-0.009729767	3.690874786	8.996441803	9.724125486
8.894722917	-0.073197784	3.657045135	9.176217957	9.878376032
8.904713917	-0.108224945	3.588936768	9.357041931	10.02229582
8.914703917	-0.045804749	3.472478943	9.509425049	10.12370351
8.924694917	-0.017064514	3.427422638	9.746681671	10.33176271
8.934685917	0.009580078	3.444487152	9.916578369	10.49776691
8.944676917	0.03742218	3.450325012	10.03842499	10.61490082
8.954667917	0.040266266	3.404669952	10.17045044	10.72527207
8.964658917	0.018112335	3.399281158	10.29005173	10.83700166
8.974649917	0.034727783	3.344046021	10.39198975	10.91683565
